"","chromosome_name","mismatches","count","pathogen"
"5489","Auto","3",50,"Full_Scramble_Isfahan_virus_UP000204017-13_12mer_3mis_hits.tsv"
"5490","X","3",6,"Full_Scramble_Isfahan_virus_UP000204017-13_12mer_3mis_hits.tsv"
"5491","Auto","3",45,"Full_Scramble_Isfahan_virus_UP000204017-14_12mer_3mis_hits.tsv"
"5492","X","3",2,"Full_Scramble_Isfahan_virus_UP000204017-14_12mer_3mis_hits.tsv"
"5493","Auto","2",1,"Full_Scramble_Isfahan_virus_UP000204017-15_12mer_3mis_hits.tsv"
"5494","Auto","3",53,"Full_Scramble_Isfahan_virus_UP000204017-15_12mer_3mis_hits.tsv"
"5495","X","3",5,"Full_Scramble_Isfahan_virus_UP000204017-15_12mer_3mis_hits.tsv"
"5496","Auto","2",1,"Full_Scramble_Isfahan_virus_UP000204017-16_12mer_3mis_hits.tsv"
"5497","Auto","3",47,"Full_Scramble_Isfahan_virus_UP000204017-16_12mer_3mis_hits.tsv"
"5498","Auto","3",53,"Full_Scramble_Isfahan_virus_UP000204017-17_12mer_3mis_hits.tsv"
"5499","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-17_12mer_3mis_hits.tsv"
"5500","Auto","2",2,"Full_Scramble_Isfahan_virus_UP000204017-18_12mer_3mis_hits.tsv"
"5501","Auto","3",62,"Full_Scramble_Isfahan_virus_UP000204017-18_12mer_3mis_hits.tsv"
"5502","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-18_12mer_3mis_hits.tsv"
"5503","Auto","2",2,"Full_Scramble_Isfahan_virus_UP000204017-19_12mer_3mis_hits.tsv"
"5504","Auto","3",68,"Full_Scramble_Isfahan_virus_UP000204017-19_12mer_3mis_hits.tsv"
"5505","Auto","2",1,"Full_Scramble_Isfahan_virus_UP000204017-2_12mer_3mis_hits.tsv"
"5506","Auto","3",44,"Full_Scramble_Isfahan_virus_UP000204017-2_12mer_3mis_hits.tsv"
"5507","X","3",3,"Full_Scramble_Isfahan_virus_UP000204017-2_12mer_3mis_hits.tsv"
"5508","Auto","2",3,"Full_Scramble_Isfahan_virus_UP000204017-20_12mer_3mis_hits.tsv"
"5509","Auto","3",60,"Full_Scramble_Isfahan_virus_UP000204017-20_12mer_3mis_hits.tsv"
"5510","X","3",2,"Full_Scramble_Isfahan_virus_UP000204017-20_12mer_3mis_hits.tsv"
"5511","Auto","2",3,"Full_Scramble_Isfahan_virus_UP000204017-21_12mer_3mis_hits.tsv"
"5512","Auto","3",82,"Full_Scramble_Isfahan_virus_UP000204017-21_12mer_3mis_hits.tsv"
"5513","X","3",2,"Full_Scramble_Isfahan_virus_UP000204017-21_12mer_3mis_hits.tsv"
"5514","Auto","2",3,"Full_Scramble_Isfahan_virus_UP000204017-22_12mer_3mis_hits.tsv"
"5515","Auto","3",49,"Full_Scramble_Isfahan_virus_UP000204017-22_12mer_3mis_hits.tsv"
"5516","Auto","2",3,"Full_Scramble_Isfahan_virus_UP000204017-23_12mer_3mis_hits.tsv"
"5517","Auto","3",71,"Full_Scramble_Isfahan_virus_UP000204017-23_12mer_3mis_hits.tsv"
"5518","Mitochondrion","3",2,"Full_Scramble_Isfahan_virus_UP000204017-23_12mer_3mis_hits.tsv"
"5519","X","3",4,"Full_Scramble_Isfahan_virus_UP000204017-23_12mer_3mis_hits.tsv"
"5520","Auto","2",2,"Full_Scramble_Isfahan_virus_UP000204017-24_12mer_3mis_hits.tsv"
"5521","Auto","3",61,"Full_Scramble_Isfahan_virus_UP000204017-24_12mer_3mis_hits.tsv"
"5522","X","2",4,"Full_Scramble_Isfahan_virus_UP000204017-24_12mer_3mis_hits.tsv"
"5523","X","3",2,"Full_Scramble_Isfahan_virus_UP000204017-24_12mer_3mis_hits.tsv"
"5524","Auto","2",1,"Full_Scramble_Isfahan_virus_UP000204017-25_12mer_3mis_hits.tsv"
"5525","Auto","3",49,"Full_Scramble_Isfahan_virus_UP000204017-25_12mer_3mis_hits.tsv"
"5526","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-25_12mer_3mis_hits.tsv"
"5527","Auto","2",5,"Full_Scramble_Isfahan_virus_UP000204017-26_12mer_3mis_hits.tsv"
"5528","Auto","3",60,"Full_Scramble_Isfahan_virus_UP000204017-26_12mer_3mis_hits.tsv"
"5529","X","3",4,"Full_Scramble_Isfahan_virus_UP000204017-26_12mer_3mis_hits.tsv"
"5530","Auto","3",48,"Full_Scramble_Isfahan_virus_UP000204017-27_12mer_3mis_hits.tsv"
"5531","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-27_12mer_3mis_hits.tsv"
"5532","Auto","3",40,"Full_Scramble_Isfahan_virus_UP000204017-28_12mer_3mis_hits.tsv"
"5533","X","3",6,"Full_Scramble_Isfahan_virus_UP000204017-28_12mer_3mis_hits.tsv"
"5534","Auto","2",1,"Full_Scramble_Isfahan_virus_UP000204017-29_12mer_3mis_hits.tsv"
"5535","Auto","3",65,"Full_Scramble_Isfahan_virus_UP000204017-29_12mer_3mis_hits.tsv"
"5536","Auto","2",2,"Full_Scramble_Isfahan_virus_UP000204017-3_12mer_3mis_hits.tsv"
"5537","Auto","3",55,"Full_Scramble_Isfahan_virus_UP000204017-3_12mer_3mis_hits.tsv"
"5538","Auto","2",2,"Full_Scramble_Isfahan_virus_UP000204017-30_12mer_3mis_hits.tsv"
"5539","Auto","3",57,"Full_Scramble_Isfahan_virus_UP000204017-30_12mer_3mis_hits.tsv"
"5540","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-30_12mer_3mis_hits.tsv"
"5541","Auto","2",3,"Full_Scramble_Isfahan_virus_UP000204017-4_12mer_3mis_hits.tsv"
"5542","Auto","3",71,"Full_Scramble_Isfahan_virus_UP000204017-4_12mer_3mis_hits.tsv"
"5543","Auto","2",1,"Full_Scramble_Isfahan_virus_UP000204017-5_12mer_3mis_hits.tsv"
"5544","Auto","3",56,"Full_Scramble_Isfahan_virus_UP000204017-5_12mer_3mis_hits.tsv"
"5545","X","3",7,"Full_Scramble_Isfahan_virus_UP000204017-5_12mer_3mis_hits.tsv"
"5546","Auto","3",51,"Full_Scramble_Isfahan_virus_UP000204017-6_12mer_3mis_hits.tsv"
"5547","X","3",8,"Full_Scramble_Isfahan_virus_UP000204017-6_12mer_3mis_hits.tsv"
"5548","Auto","3",63,"Full_Scramble_Isfahan_virus_UP000204017-7_12mer_3mis_hits.tsv"
"5549","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-7_12mer_3mis_hits.tsv"
"5550","Auto","2",1,"Full_Scramble_Isfahan_virus_UP000204017-8_12mer_3mis_hits.tsv"
"5551","Auto","3",64,"Full_Scramble_Isfahan_virus_UP000204017-8_12mer_3mis_hits.tsv"
"5552","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-8_12mer_3mis_hits.tsv"
"5553","Auto","3",50,"Full_Scramble_Isfahan_virus_UP000204017-9_12mer_3mis_hits.tsv"
"5554","X","3",1,"Full_Scramble_Isfahan_virus_UP000204017-9_12mer_3mis_hits.tsv"
"5555","Auto","2",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-1_12mer_3mis_hits.tsv"
"5556","Auto","3",76,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-1_12mer_3mis_hits.tsv"
"5557","X","3",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-1_12mer_3mis_hits.tsv"
"5558","Auto","2",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-10_12mer_3mis_hits.tsv"
"5559","Auto","3",81,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-10_12mer_3mis_hits.tsv"
"5560","X","3",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-10_12mer_3mis_hits.tsv"
"5561","Auto","2",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-11_12mer_3mis_hits.tsv"
"5562","Auto","3",60,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-11_12mer_3mis_hits.tsv"
"5563","Auto","3",62,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-12_12mer_3mis_hits.tsv"
"5564","X","3",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-12_12mer_3mis_hits.tsv"
"5565","Auto","2",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-13_12mer_3mis_hits.tsv"
"5566","Auto","3",68,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-13_12mer_3mis_hits.tsv"
"5567","X","3",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-13_12mer_3mis_hits.tsv"
"5568","Auto","3",68,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-14_12mer_3mis_hits.tsv"
"5569","X","3",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-14_12mer_3mis_hits.tsv"
"5570","Auto","2",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-15_12mer_3mis_hits.tsv"
"5571","Auto","3",72,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-15_12mer_3mis_hits.tsv"
"5572","X","3",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-15_12mer_3mis_hits.tsv"
"5573","Auto","2",4,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-16_12mer_3mis_hits.tsv"
"5574","Auto","3",86,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-16_12mer_3mis_hits.tsv"
"5575","Auto","2",4,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-17_12mer_3mis_hits.tsv"
"5576","Auto","3",72,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-17_12mer_3mis_hits.tsv"
"5577","X","2",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-17_12mer_3mis_hits.tsv"
"5578","X","3",5,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-17_12mer_3mis_hits.tsv"
"5579","Auto","2",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-18_12mer_3mis_hits.tsv"
"5580","Auto","3",70,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-18_12mer_3mis_hits.tsv"
"5581","X","3",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-18_12mer_3mis_hits.tsv"
"5582","Auto","2",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-19_12mer_3mis_hits.tsv"
"5583","Auto","3",83,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-19_12mer_3mis_hits.tsv"
"5584","X","3",7,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-19_12mer_3mis_hits.tsv"
"5585","Auto","2",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-2_12mer_3mis_hits.tsv"
"5586","Auto","3",67,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-2_12mer_3mis_hits.tsv"
"5587","Auto","2",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-20_12mer_3mis_hits.tsv"
"5588","Auto","3",66,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-20_12mer_3mis_hits.tsv"
"5589","X","3",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-20_12mer_3mis_hits.tsv"
"5590","Auto","2",4,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-21_12mer_3mis_hits.tsv"
"5591","Auto","3",72,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-21_12mer_3mis_hits.tsv"
"5592","X","3",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-21_12mer_3mis_hits.tsv"
"5593","Auto","3",87,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-22_12mer_3mis_hits.tsv"
"5594","X","3",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-22_12mer_3mis_hits.tsv"
"5595","Auto","2",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-23_12mer_3mis_hits.tsv"
"5596","Auto","3",81,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-23_12mer_3mis_hits.tsv"
"5597","X","3",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-23_12mer_3mis_hits.tsv"
"5598","Auto","3",61,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-24_12mer_3mis_hits.tsv"
"5599","Auto","3",55,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-25_12mer_3mis_hits.tsv"
"5600","X","3",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-25_12mer_3mis_hits.tsv"
"5601","Auto","2",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-26_12mer_3mis_hits.tsv"
"5602","Auto","3",60,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-26_12mer_3mis_hits.tsv"
"5603","X","3",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-26_12mer_3mis_hits.tsv"
"5604","Auto","2",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-27_12mer_3mis_hits.tsv"
"5605","Auto","3",71,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-27_12mer_3mis_hits.tsv"
"5606","X","3",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-27_12mer_3mis_hits.tsv"
"5607","Auto","2",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-28_12mer_3mis_hits.tsv"
"5608","Auto","3",71,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-28_12mer_3mis_hits.tsv"
"5609","X","3",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-28_12mer_3mis_hits.tsv"
"5610","Auto","2",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-29_12mer_3mis_hits.tsv"
"5611","Auto","3",54,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-29_12mer_3mis_hits.tsv"
"5612","X","3",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-29_12mer_3mis_hits.tsv"
"5613","Auto","2",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-3_12mer_3mis_hits.tsv"
"5614","Auto","3",56,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-3_12mer_3mis_hits.tsv"
"5615","X","3",2,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-3_12mer_3mis_hits.tsv"
"5616","Auto","3",70,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-30_12mer_3mis_hits.tsv"
"5617","X","3",4,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-30_12mer_3mis_hits.tsv"
"5618","Auto","3",77,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-4_12mer_3mis_hits.tsv"
"5619","Auto","3",54,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-5_12mer_3mis_hits.tsv"
"5620","X","3",9,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-5_12mer_3mis_hits.tsv"
"5621","Auto","2",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-6_12mer_3mis_hits.tsv"
"5622","Auto","3",86,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-6_12mer_3mis_hits.tsv"
"5623","X","3",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-6_12mer_3mis_hits.tsv"
"5624","Auto","3",61,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-7_12mer_3mis_hits.tsv"
"5625","X","3",12,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-7_12mer_3mis_hits.tsv"
"5626","Auto","2",3,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-8_12mer_3mis_hits.tsv"
"5627","Auto","3",62,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-8_12mer_3mis_hits.tsv"
"5628","X","2",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-8_12mer_3mis_hits.tsv"
"5629","X","3",7,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-8_12mer_3mis_hits.tsv"
"5630","Auto","3",52,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-9_12mer_3mis_hits.tsv"
"5631","X","3",1,"Full_Scramble_Japanese_encephalitis_virus_UP000007214-9_12mer_3mis_hits.tsv"
"5632","Auto","3",21,"Full_Scramble_JC_polyomavirus_UP000008478-1_12mer_3mis_hits.tsv"
"5633","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-10_12mer_3mis_hits.tsv"
"5634","Auto","3",41,"Full_Scramble_JC_polyomavirus_UP000008478-10_12mer_3mis_hits.tsv"
"5635","X","3",2,"Full_Scramble_JC_polyomavirus_UP000008478-10_12mer_3mis_hits.tsv"
"5636","Auto","3",31,"Full_Scramble_JC_polyomavirus_UP000008478-11_12mer_3mis_hits.tsv"
"5637","X","3",1,"Full_Scramble_JC_polyomavirus_UP000008478-11_12mer_3mis_hits.tsv"
"5638","Auto","3",24,"Full_Scramble_JC_polyomavirus_UP000008478-12_12mer_3mis_hits.tsv"
"5639","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-13_12mer_3mis_hits.tsv"
"5640","Auto","3",26,"Full_Scramble_JC_polyomavirus_UP000008478-13_12mer_3mis_hits.tsv"
"5641","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-14_12mer_3mis_hits.tsv"
"5642","Auto","3",23,"Full_Scramble_JC_polyomavirus_UP000008478-14_12mer_3mis_hits.tsv"
"5643","Auto","2",2,"Full_Scramble_JC_polyomavirus_UP000008478-15_12mer_3mis_hits.tsv"
"5644","Auto","3",37,"Full_Scramble_JC_polyomavirus_UP000008478-15_12mer_3mis_hits.tsv"
"5645","X","3",1,"Full_Scramble_JC_polyomavirus_UP000008478-15_12mer_3mis_hits.tsv"
"5646","Auto","2",4,"Full_Scramble_JC_polyomavirus_UP000008478-16_12mer_3mis_hits.tsv"
"5647","Auto","3",23,"Full_Scramble_JC_polyomavirus_UP000008478-16_12mer_3mis_hits.tsv"
"5648","Auto","3",30,"Full_Scramble_JC_polyomavirus_UP000008478-17_12mer_3mis_hits.tsv"
"5649","Auto","3",21,"Full_Scramble_JC_polyomavirus_UP000008478-18_12mer_3mis_hits.tsv"
"5650","Auto","3",31,"Full_Scramble_JC_polyomavirus_UP000008478-19_12mer_3mis_hits.tsv"
"5651","Auto","2",2,"Full_Scramble_JC_polyomavirus_UP000008478-2_12mer_3mis_hits.tsv"
"5652","Auto","3",21,"Full_Scramble_JC_polyomavirus_UP000008478-2_12mer_3mis_hits.tsv"
"5653","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-20_12mer_3mis_hits.tsv"
"5654","Auto","3",26,"Full_Scramble_JC_polyomavirus_UP000008478-20_12mer_3mis_hits.tsv"
"5655","Auto","3",16,"Full_Scramble_JC_polyomavirus_UP000008478-21_12mer_3mis_hits.tsv"
"5656","X","3",2,"Full_Scramble_JC_polyomavirus_UP000008478-21_12mer_3mis_hits.tsv"
"5657","Auto","3",18,"Full_Scramble_JC_polyomavirus_UP000008478-22_12mer_3mis_hits.tsv"
"5658","X","3",5,"Full_Scramble_JC_polyomavirus_UP000008478-22_12mer_3mis_hits.tsv"
"5659","Auto","3",12,"Full_Scramble_JC_polyomavirus_UP000008478-23_12mer_3mis_hits.tsv"
"5660","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-24_12mer_3mis_hits.tsv"
"5661","Auto","3",35,"Full_Scramble_JC_polyomavirus_UP000008478-24_12mer_3mis_hits.tsv"
"5662","Auto","2",2,"Full_Scramble_JC_polyomavirus_UP000008478-25_12mer_3mis_hits.tsv"
"5663","Auto","3",32,"Full_Scramble_JC_polyomavirus_UP000008478-25_12mer_3mis_hits.tsv"
"5664","X","3",2,"Full_Scramble_JC_polyomavirus_UP000008478-25_12mer_3mis_hits.tsv"
"5665","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-26_12mer_3mis_hits.tsv"
"5666","Auto","3",21,"Full_Scramble_JC_polyomavirus_UP000008478-26_12mer_3mis_hits.tsv"
"5667","Auto","3",18,"Full_Scramble_JC_polyomavirus_UP000008478-27_12mer_3mis_hits.tsv"
"5668","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-28_12mer_3mis_hits.tsv"
"5669","Auto","3",17,"Full_Scramble_JC_polyomavirus_UP000008478-28_12mer_3mis_hits.tsv"
"5670","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-29_12mer_3mis_hits.tsv"
"5671","Auto","3",38,"Full_Scramble_JC_polyomavirus_UP000008478-29_12mer_3mis_hits.tsv"
"5672","Auto","3",18,"Full_Scramble_JC_polyomavirus_UP000008478-3_12mer_3mis_hits.tsv"
"5673","Auto","2",2,"Full_Scramble_JC_polyomavirus_UP000008478-30_12mer_3mis_hits.tsv"
"5674","Auto","3",27,"Full_Scramble_JC_polyomavirus_UP000008478-30_12mer_3mis_hits.tsv"
"5675","X","3",2,"Full_Scramble_JC_polyomavirus_UP000008478-30_12mer_3mis_hits.tsv"
"5676","Auto","3",20,"Full_Scramble_JC_polyomavirus_UP000008478-4_12mer_3mis_hits.tsv"
"5677","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-5_12mer_3mis_hits.tsv"
"5678","Auto","3",22,"Full_Scramble_JC_polyomavirus_UP000008478-5_12mer_3mis_hits.tsv"
"5679","Auto","2",1,"Full_Scramble_JC_polyomavirus_UP000008478-6_12mer_3mis_hits.tsv"
"5680","Auto","3",30,"Full_Scramble_JC_polyomavirus_UP000008478-6_12mer_3mis_hits.tsv"
"5681","X","3",3,"Full_Scramble_JC_polyomavirus_UP000008478-6_12mer_3mis_hits.tsv"
"5682","Auto","3",20,"Full_Scramble_JC_polyomavirus_UP000008478-7_12mer_3mis_hits.tsv"
"5683","X","3",1,"Full_Scramble_JC_polyomavirus_UP000008478-7_12mer_3mis_hits.tsv"
"5684","Auto","3",16,"Full_Scramble_JC_polyomavirus_UP000008478-8_12mer_3mis_hits.tsv"
"5685","X","3",4,"Full_Scramble_JC_polyomavirus_UP000008478-8_12mer_3mis_hits.tsv"
"5686","Auto","3",16,"Full_Scramble_JC_polyomavirus_UP000008478-9_12mer_3mis_hits.tsv"
"5687","Auto","2",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-1_12mer_3mis_hits.tsv"
"5688","Auto","3",50,"Full_Scramble_Junin_mammarenavirus_UP000127886-1_12mer_3mis_hits.tsv"
"5689","X","3",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-1_12mer_3mis_hits.tsv"
"5690","Auto","3",51,"Full_Scramble_Junin_mammarenavirus_UP000127886-10_12mer_3mis_hits.tsv"
"5691","X","3",5,"Full_Scramble_Junin_mammarenavirus_UP000127886-10_12mer_3mis_hits.tsv"
"5692","Auto","2",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-11_12mer_3mis_hits.tsv"
"5693","Auto","3",60,"Full_Scramble_Junin_mammarenavirus_UP000127886-11_12mer_3mis_hits.tsv"
"5694","X","3",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-11_12mer_3mis_hits.tsv"
"5695","Y","3",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-11_12mer_3mis_hits.tsv"
"5696","Auto","2",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-12_12mer_3mis_hits.tsv"
"5697","Auto","3",62,"Full_Scramble_Junin_mammarenavirus_UP000127886-12_12mer_3mis_hits.tsv"
"5698","X","3",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-12_12mer_3mis_hits.tsv"
"5699","Auto","3",45,"Full_Scramble_Junin_mammarenavirus_UP000127886-13_12mer_3mis_hits.tsv"
"5700","X","3",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-13_12mer_3mis_hits.tsv"
"5701","Auto","3",76,"Full_Scramble_Junin_mammarenavirus_UP000127886-14_12mer_3mis_hits.tsv"
"5702","X","3",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-14_12mer_3mis_hits.tsv"
"5703","Auto","2",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-15_12mer_3mis_hits.tsv"
"5704","Auto","3",57,"Full_Scramble_Junin_mammarenavirus_UP000127886-15_12mer_3mis_hits.tsv"
"5705","X","3",6,"Full_Scramble_Junin_mammarenavirus_UP000127886-15_12mer_3mis_hits.tsv"
"5706","Auto","3",76,"Full_Scramble_Junin_mammarenavirus_UP000127886-16_12mer_3mis_hits.tsv"
"5707","X","3",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-16_12mer_3mis_hits.tsv"
"5708","Auto","3",43,"Full_Scramble_Junin_mammarenavirus_UP000127886-17_12mer_3mis_hits.tsv"
"5709","X","3",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-17_12mer_3mis_hits.tsv"
"5710","Auto","3",40,"Full_Scramble_Junin_mammarenavirus_UP000127886-18_12mer_3mis_hits.tsv"
"5711","Auto","3",56,"Full_Scramble_Junin_mammarenavirus_UP000127886-19_12mer_3mis_hits.tsv"
"5712","Auto","2",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-2_12mer_3mis_hits.tsv"
"5713","Auto","3",64,"Full_Scramble_Junin_mammarenavirus_UP000127886-2_12mer_3mis_hits.tsv"
"5714","X","3",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-2_12mer_3mis_hits.tsv"
"5715","Auto","3",83,"Full_Scramble_Junin_mammarenavirus_UP000127886-20_12mer_3mis_hits.tsv"
"5716","Auto","2",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-21_12mer_3mis_hits.tsv"
"5717","Auto","3",58,"Full_Scramble_Junin_mammarenavirus_UP000127886-21_12mer_3mis_hits.tsv"
"5718","X","3",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-21_12mer_3mis_hits.tsv"
"5719","Auto","3",58,"Full_Scramble_Junin_mammarenavirus_UP000127886-22_12mer_3mis_hits.tsv"
"5720","X","3",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-22_12mer_3mis_hits.tsv"
"5721","Y","3",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-22_12mer_3mis_hits.tsv"
"5722","Auto","3",71,"Full_Scramble_Junin_mammarenavirus_UP000127886-23_12mer_3mis_hits.tsv"
"5723","X","3",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-23_12mer_3mis_hits.tsv"
"5724","Auto","2",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-24_12mer_3mis_hits.tsv"
"5725","Auto","3",48,"Full_Scramble_Junin_mammarenavirus_UP000127886-24_12mer_3mis_hits.tsv"
"5726","X","3",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-24_12mer_3mis_hits.tsv"
"5727","Auto","3",46,"Full_Scramble_Junin_mammarenavirus_UP000127886-25_12mer_3mis_hits.tsv"
"5728","Auto","2",1,"Full_Scramble_Junin_mammarenavirus_UP000127886-26_12mer_3mis_hits.tsv"
"5729","Auto","3",51,"Full_Scramble_Junin_mammarenavirus_UP000127886-26_12mer_3mis_hits.tsv"
"5730","X","3",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-26_12mer_3mis_hits.tsv"
"5731","Auto","1",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-27_12mer_3mis_hits.tsv"
"5732","Auto","2",5,"Full_Scramble_Junin_mammarenavirus_UP000127886-27_12mer_3mis_hits.tsv"
"5733","Auto","3",56,"Full_Scramble_Junin_mammarenavirus_UP000127886-27_12mer_3mis_hits.tsv"
"5734","Auto","3",67,"Full_Scramble_Junin_mammarenavirus_UP000127886-28_12mer_3mis_hits.tsv"
"5735","X","3",2,"Full_Scramble_Junin_mammarenavirus_UP000127886-28_12mer_3mis_hits.tsv"
"5736","Auto","2",5,"Full_Scramble_Junin_mammarenavirus_UP000127886-29_12mer_3mis_hits.tsv"
"5737","Auto","3",50,"Full_Scramble_Junin_mammarenavirus_UP000127886-29_12mer_3mis_hits.tsv"
"5738","X","3",3,"Full_Scramble_Junin_mammarenavirus_UP000127886-29_12mer_3mis_hits.tsv"
