"","chromosome_name","mismatches","count","pathogen"
"694","Auto","3",1939,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-20_12mer_3mis_hits.tsv"
"695","X","2",11,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-20_12mer_3mis_hits.tsv"
"696","X","3",86,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-20_12mer_3mis_hits.tsv"
"697","Y","3",3,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-20_12mer_3mis_hits.tsv"
"698","Auto","2",78,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-21_12mer_3mis_hits.tsv"
"699","Auto","3",2005,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-21_12mer_3mis_hits.tsv"
"700","X","2",13,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-21_12mer_3mis_hits.tsv"
"701","X","3",90,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-21_12mer_3mis_hits.tsv"
"702","Y","3",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-21_12mer_3mis_hits.tsv"
"703","Auto","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-22_12mer_3mis_hits.tsv"
"704","Auto","2",65,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-22_12mer_3mis_hits.tsv"
"705","Auto","3",2088,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-22_12mer_3mis_hits.tsv"
"706","X","2",11,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-22_12mer_3mis_hits.tsv"
"707","X","3",75,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-22_12mer_3mis_hits.tsv"
"708","Y","3",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-22_12mer_3mis_hits.tsv"
"709","Auto","1",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-23_12mer_3mis_hits.tsv"
"710","Auto","2",92,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-23_12mer_3mis_hits.tsv"
"711","Auto","3",2012,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-23_12mer_3mis_hits.tsv"
"712","X","2",14,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-23_12mer_3mis_hits.tsv"
"713","X","3",98,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-23_12mer_3mis_hits.tsv"
"714","Y","3",5,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-23_12mer_3mis_hits.tsv"
"715","Auto","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-24_12mer_3mis_hits.tsv"
"716","Auto","2",84,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-24_12mer_3mis_hits.tsv"
"717","Auto","3",1969,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-24_12mer_3mis_hits.tsv"
"718","X","2",7,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-24_12mer_3mis_hits.tsv"
"719","X","3",86,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-24_12mer_3mis_hits.tsv"
"720","Y","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-24_12mer_3mis_hits.tsv"
"721","Auto","1",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-25_12mer_3mis_hits.tsv"
"722","Auto","2",105,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-25_12mer_3mis_hits.tsv"
"723","Auto","3",2112,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-25_12mer_3mis_hits.tsv"
"724","X","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-25_12mer_3mis_hits.tsv"
"725","X","2",17,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-25_12mer_3mis_hits.tsv"
"726","X","3",81,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-25_12mer_3mis_hits.tsv"
"727","Y","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-25_12mer_3mis_hits.tsv"
"728","Auto","2",62,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-26_12mer_3mis_hits.tsv"
"729","Auto","3",2084,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-26_12mer_3mis_hits.tsv"
"730","X","2",10,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-26_12mer_3mis_hits.tsv"
"731","X","3",91,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-26_12mer_3mis_hits.tsv"
"732","Y","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-26_12mer_3mis_hits.tsv"
"733","Auto","1",3,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-27_12mer_3mis_hits.tsv"
"734","Auto","2",73,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-27_12mer_3mis_hits.tsv"
"735","Auto","3",2102,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-27_12mer_3mis_hits.tsv"
"736","Mitochondrion","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-27_12mer_3mis_hits.tsv"
"737","X","2",5,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-27_12mer_3mis_hits.tsv"
"738","X","3",72,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-27_12mer_3mis_hits.tsv"
"739","Y","3",5,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-27_12mer_3mis_hits.tsv"
"740","Auto","2",76,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-28_12mer_3mis_hits.tsv"
"741","Auto","3",1953,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-28_12mer_3mis_hits.tsv"
"742","X","2",10,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-28_12mer_3mis_hits.tsv"
"743","X","3",86,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-28_12mer_3mis_hits.tsv"
"744","Y","2",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-28_12mer_3mis_hits.tsv"
"745","Y","3",4,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-28_12mer_3mis_hits.tsv"
"746","Auto","2",70,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-29_12mer_3mis_hits.tsv"
"747","Auto","3",2041,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-29_12mer_3mis_hits.tsv"
"748","X","2",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-29_12mer_3mis_hits.tsv"
"749","X","3",88,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-29_12mer_3mis_hits.tsv"
"750","Y","3",3,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-29_12mer_3mis_hits.tsv"
"751","Auto","1",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-3_12mer_3mis_hits.tsv"
"752","Auto","2",68,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-3_12mer_3mis_hits.tsv"
"753","Auto","3",1941,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-3_12mer_3mis_hits.tsv"
"754","X","2",5,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-3_12mer_3mis_hits.tsv"
"755","X","3",98,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-3_12mer_3mis_hits.tsv"
"756","Auto","1",3,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-30_12mer_3mis_hits.tsv"
"757","Auto","2",83,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-30_12mer_3mis_hits.tsv"
"758","Auto","3",2105,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-30_12mer_3mis_hits.tsv"
"759","X","2",6,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-30_12mer_3mis_hits.tsv"
"760","X","3",91,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-30_12mer_3mis_hits.tsv"
"761","Y","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-30_12mer_3mis_hits.tsv"
"762","Auto","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"763","Auto","2",88,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"764","Auto","3",2011,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"765","X","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"766","X","2",15,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"767","X","3",100,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"768","Y","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"769","Y","2",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"770","Y","3",5,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-4_12mer_3mis_hits.tsv"
"771","Auto","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-5_12mer_3mis_hits.tsv"
"772","Auto","2",94,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-5_12mer_3mis_hits.tsv"
"773","Auto","3",2015,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-5_12mer_3mis_hits.tsv"
"774","Mitochondrion","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-5_12mer_3mis_hits.tsv"
"775","X","2",14,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-5_12mer_3mis_hits.tsv"
"776","X","3",103,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-5_12mer_3mis_hits.tsv"
"777","Auto","2",79,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-6_12mer_3mis_hits.tsv"
"778","Auto","3",2043,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-6_12mer_3mis_hits.tsv"
"779","Mitochondrion","3",4,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-6_12mer_3mis_hits.tsv"
"780","X","2",5,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-6_12mer_3mis_hits.tsv"
"781","X","3",81,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-6_12mer_3mis_hits.tsv"
"782","Y","3",4,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-6_12mer_3mis_hits.tsv"
"783","Auto","1",4,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-7_12mer_3mis_hits.tsv"
"784","Auto","2",88,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-7_12mer_3mis_hits.tsv"
"785","Auto","3",1935,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-7_12mer_3mis_hits.tsv"
"786","Mitochondrion","3",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-7_12mer_3mis_hits.tsv"
"787","X","1",3,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-7_12mer_3mis_hits.tsv"
"788","X","2",13,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-7_12mer_3mis_hits.tsv"
"789","X","3",89,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-7_12mer_3mis_hits.tsv"
"790","Auto","2",61,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-8_12mer_3mis_hits.tsv"
"791","Auto","3",1966,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-8_12mer_3mis_hits.tsv"
"792","X","2",7,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-8_12mer_3mis_hits.tsv"
"793","X","3",80,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-8_12mer_3mis_hits.tsv"
"794","Y","3",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-8_12mer_3mis_hits.tsv"
"795","Auto","1",3,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"796","Auto","2",69,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"797","Auto","3",1988,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"798","Mitochondrion","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"799","X","1",2,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"800","X","2",16,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"801","X","3",73,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"802","Y","1",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"803","Y","3",1,"Full_Scramble_Cercopithecine_alphaherpesvirus_UP000137988-9_12mer_3mis_hits.tsv"
"804","Auto","2",1,"Full_Scramble_Chandipura_virus_UP000008448-1_12mer_3mis_hits.tsv"
"805","Auto","3",54,"Full_Scramble_Chandipura_virus_UP000008448-1_12mer_3mis_hits.tsv"
"806","Auto","3",64,"Full_Scramble_Chandipura_virus_UP000008448-10_12mer_3mis_hits.tsv"
"807","X","3",5,"Full_Scramble_Chandipura_virus_UP000008448-10_12mer_3mis_hits.tsv"
"808","Auto","3",43,"Full_Scramble_Chandipura_virus_UP000008448-11_12mer_3mis_hits.tsv"
"809","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-11_12mer_3mis_hits.tsv"
"810","Auto","3",49,"Full_Scramble_Chandipura_virus_UP000008448-12_12mer_3mis_hits.tsv"
"811","X","3",2,"Full_Scramble_Chandipura_virus_UP000008448-12_12mer_3mis_hits.tsv"
"812","Auto","2",3,"Full_Scramble_Chandipura_virus_UP000008448-13_12mer_3mis_hits.tsv"
"813","Auto","3",79,"Full_Scramble_Chandipura_virus_UP000008448-13_12mer_3mis_hits.tsv"
"814","Auto","3",49,"Full_Scramble_Chandipura_virus_UP000008448-14_12mer_3mis_hits.tsv"
"815","X","3",5,"Full_Scramble_Chandipura_virus_UP000008448-14_12mer_3mis_hits.tsv"
"816","Auto","3",60,"Full_Scramble_Chandipura_virus_UP000008448-15_12mer_3mis_hits.tsv"
"817","X","3",7,"Full_Scramble_Chandipura_virus_UP000008448-15_12mer_3mis_hits.tsv"
"818","Y","3",3,"Full_Scramble_Chandipura_virus_UP000008448-15_12mer_3mis_hits.tsv"
"819","Auto","3",62,"Full_Scramble_Chandipura_virus_UP000008448-16_12mer_3mis_hits.tsv"
"820","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-16_12mer_3mis_hits.tsv"
"821","Auto","2",2,"Full_Scramble_Chandipura_virus_UP000008448-17_12mer_3mis_hits.tsv"
"822","Auto","3",50,"Full_Scramble_Chandipura_virus_UP000008448-17_12mer_3mis_hits.tsv"
"823","Auto","1",1,"Full_Scramble_Chandipura_virus_UP000008448-18_12mer_3mis_hits.tsv"
"824","Auto","2",4,"Full_Scramble_Chandipura_virus_UP000008448-18_12mer_3mis_hits.tsv"
"825","Auto","3",42,"Full_Scramble_Chandipura_virus_UP000008448-18_12mer_3mis_hits.tsv"
"826","Auto","2",1,"Full_Scramble_Chandipura_virus_UP000008448-19_12mer_3mis_hits.tsv"
"827","Auto","3",48,"Full_Scramble_Chandipura_virus_UP000008448-19_12mer_3mis_hits.tsv"
"828","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-19_12mer_3mis_hits.tsv"
"829","Auto","3",63,"Full_Scramble_Chandipura_virus_UP000008448-2_12mer_3mis_hits.tsv"
"830","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-2_12mer_3mis_hits.tsv"
"831","Auto","3",66,"Full_Scramble_Chandipura_virus_UP000008448-20_12mer_3mis_hits.tsv"
"832","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-20_12mer_3mis_hits.tsv"
"833","Auto","3",49,"Full_Scramble_Chandipura_virus_UP000008448-21_12mer_3mis_hits.tsv"
"834","X","3",3,"Full_Scramble_Chandipura_virus_UP000008448-21_12mer_3mis_hits.tsv"
"835","Auto","2",1,"Full_Scramble_Chandipura_virus_UP000008448-22_12mer_3mis_hits.tsv"
"836","Auto","3",51,"Full_Scramble_Chandipura_virus_UP000008448-22_12mer_3mis_hits.tsv"
"837","X","3",2,"Full_Scramble_Chandipura_virus_UP000008448-22_12mer_3mis_hits.tsv"
"838","Auto","2",2,"Full_Scramble_Chandipura_virus_UP000008448-23_12mer_3mis_hits.tsv"
"839","Auto","3",68,"Full_Scramble_Chandipura_virus_UP000008448-23_12mer_3mis_hits.tsv"
"840","X","3",4,"Full_Scramble_Chandipura_virus_UP000008448-23_12mer_3mis_hits.tsv"
"841","Auto","3",54,"Full_Scramble_Chandipura_virus_UP000008448-24_12mer_3mis_hits.tsv"
"842","Auto","3",56,"Full_Scramble_Chandipura_virus_UP000008448-25_12mer_3mis_hits.tsv"
"843","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-25_12mer_3mis_hits.tsv"
"844","Auto","3",55,"Full_Scramble_Chandipura_virus_UP000008448-26_12mer_3mis_hits.tsv"
"845","X","3",5,"Full_Scramble_Chandipura_virus_UP000008448-26_12mer_3mis_hits.tsv"
"846","Auto","2",4,"Full_Scramble_Chandipura_virus_UP000008448-27_12mer_3mis_hits.tsv"
"847","Auto","3",52,"Full_Scramble_Chandipura_virus_UP000008448-27_12mer_3mis_hits.tsv"
"848","X","3",3,"Full_Scramble_Chandipura_virus_UP000008448-27_12mer_3mis_hits.tsv"
"849","Auto","2",3,"Full_Scramble_Chandipura_virus_UP000008448-28_12mer_3mis_hits.tsv"
"850","Auto","3",53,"Full_Scramble_Chandipura_virus_UP000008448-28_12mer_3mis_hits.tsv"
"851","X","3",2,"Full_Scramble_Chandipura_virus_UP000008448-28_12mer_3mis_hits.tsv"
"852","Auto","3",61,"Full_Scramble_Chandipura_virus_UP000008448-29_12mer_3mis_hits.tsv"
"853","X","3",4,"Full_Scramble_Chandipura_virus_UP000008448-29_12mer_3mis_hits.tsv"
"854","Auto","3",47,"Full_Scramble_Chandipura_virus_UP000008448-3_12mer_3mis_hits.tsv"
"855","Auto","2",1,"Full_Scramble_Chandipura_virus_UP000008448-30_12mer_3mis_hits.tsv"
"856","Auto","3",47,"Full_Scramble_Chandipura_virus_UP000008448-30_12mer_3mis_hits.tsv"
"857","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-30_12mer_3mis_hits.tsv"
"858","Auto","3",59,"Full_Scramble_Chandipura_virus_UP000008448-4_12mer_3mis_hits.tsv"
"859","X","3",2,"Full_Scramble_Chandipura_virus_UP000008448-4_12mer_3mis_hits.tsv"
"860","Auto","2",4,"Full_Scramble_Chandipura_virus_UP000008448-5_12mer_3mis_hits.tsv"
"861","Auto","3",64,"Full_Scramble_Chandipura_virus_UP000008448-5_12mer_3mis_hits.tsv"
"862","X","3",2,"Full_Scramble_Chandipura_virus_UP000008448-5_12mer_3mis_hits.tsv"
"863","Auto","2",2,"Full_Scramble_Chandipura_virus_UP000008448-6_12mer_3mis_hits.tsv"
"864","Auto","3",51,"Full_Scramble_Chandipura_virus_UP000008448-6_12mer_3mis_hits.tsv"
"865","Auto","2",1,"Full_Scramble_Chandipura_virus_UP000008448-7_12mer_3mis_hits.tsv"
"866","Auto","3",55,"Full_Scramble_Chandipura_virus_UP000008448-7_12mer_3mis_hits.tsv"
"867","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-7_12mer_3mis_hits.tsv"
"868","Auto","2",4,"Full_Scramble_Chandipura_virus_UP000008448-8_12mer_3mis_hits.tsv"
"869","Auto","3",58,"Full_Scramble_Chandipura_virus_UP000008448-8_12mer_3mis_hits.tsv"
"870","Mitochondrion","3",1,"Full_Scramble_Chandipura_virus_UP000008448-8_12mer_3mis_hits.tsv"
"871","X","3",3,"Full_Scramble_Chandipura_virus_UP000008448-8_12mer_3mis_hits.tsv"
"872","Y","3",1,"Full_Scramble_Chandipura_virus_UP000008448-8_12mer_3mis_hits.tsv"
"873","Auto","2",4,"Full_Scramble_Chandipura_virus_UP000008448-9_12mer_3mis_hits.tsv"
"874","Auto","3",50,"Full_Scramble_Chandipura_virus_UP000008448-9_12mer_3mis_hits.tsv"
"875","X","3",1,"Full_Scramble_Chandipura_virus_UP000008448-9_12mer_3mis_hits.tsv"
"876","Auto","3",58,"Full_Scramble_Chikungunya_virus_UP000000569-1_12mer_3mis_hits.tsv"
"877","X","3",2,"Full_Scramble_Chikungunya_virus_UP000000569-1_12mer_3mis_hits.tsv"
"878","Auto","2",2,"Full_Scramble_Chikungunya_virus_UP000000569-10_12mer_3mis_hits.tsv"
"879","Auto","3",61,"Full_Scramble_Chikungunya_virus_UP000000569-10_12mer_3mis_hits.tsv"
"880","X","3",2,"Full_Scramble_Chikungunya_virus_UP000000569-10_12mer_3mis_hits.tsv"
"881","Auto","3",43,"Full_Scramble_Chikungunya_virus_UP000000569-11_12mer_3mis_hits.tsv"
"882","X","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-11_12mer_3mis_hits.tsv"
"883","Auto","3",59,"Full_Scramble_Chikungunya_virus_UP000000569-12_12mer_3mis_hits.tsv"
"884","X","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-12_12mer_3mis_hits.tsv"
"885","Auto","3",66,"Full_Scramble_Chikungunya_virus_UP000000569-13_12mer_3mis_hits.tsv"
"886","X","3",3,"Full_Scramble_Chikungunya_virus_UP000000569-13_12mer_3mis_hits.tsv"
"887","Auto","2",3,"Full_Scramble_Chikungunya_virus_UP000000569-14_12mer_3mis_hits.tsv"
"888","Auto","3",57,"Full_Scramble_Chikungunya_virus_UP000000569-14_12mer_3mis_hits.tsv"
"889","X","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-14_12mer_3mis_hits.tsv"
"890","X","3",8,"Full_Scramble_Chikungunya_virus_UP000000569-14_12mer_3mis_hits.tsv"
"891","Auto","3",52,"Full_Scramble_Chikungunya_virus_UP000000569-15_12mer_3mis_hits.tsv"
"892","X","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-15_12mer_3mis_hits.tsv"
"893","X","3",3,"Full_Scramble_Chikungunya_virus_UP000000569-15_12mer_3mis_hits.tsv"
"894","Auto","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-16_12mer_3mis_hits.tsv"
"895","Auto","3",65,"Full_Scramble_Chikungunya_virus_UP000000569-16_12mer_3mis_hits.tsv"
"896","X","3",2,"Full_Scramble_Chikungunya_virus_UP000000569-16_12mer_3mis_hits.tsv"
"897","Auto","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-17_12mer_3mis_hits.tsv"
"898","Auto","3",39,"Full_Scramble_Chikungunya_virus_UP000000569-17_12mer_3mis_hits.tsv"
"899","X","3",5,"Full_Scramble_Chikungunya_virus_UP000000569-17_12mer_3mis_hits.tsv"
"900","Auto","3",55,"Full_Scramble_Chikungunya_virus_UP000000569-18_12mer_3mis_hits.tsv"
"901","X","3",2,"Full_Scramble_Chikungunya_virus_UP000000569-18_12mer_3mis_hits.tsv"
"902","Auto","3",76,"Full_Scramble_Chikungunya_virus_UP000000569-19_12mer_3mis_hits.tsv"
"903","X","3",4,"Full_Scramble_Chikungunya_virus_UP000000569-19_12mer_3mis_hits.tsv"
"904","Auto","2",3,"Full_Scramble_Chikungunya_virus_UP000000569-2_12mer_3mis_hits.tsv"
"905","Auto","3",48,"Full_Scramble_Chikungunya_virus_UP000000569-2_12mer_3mis_hits.tsv"
"906","X","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-2_12mer_3mis_hits.tsv"
"907","X","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-2_12mer_3mis_hits.tsv"
"908","Auto","3",58,"Full_Scramble_Chikungunya_virus_UP000000569-20_12mer_3mis_hits.tsv"
"909","X","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-20_12mer_3mis_hits.tsv"
"910","Auto","3",62,"Full_Scramble_Chikungunya_virus_UP000000569-21_12mer_3mis_hits.tsv"
"911","X","3",2,"Full_Scramble_Chikungunya_virus_UP000000569-21_12mer_3mis_hits.tsv"
"912","Auto","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-22_12mer_3mis_hits.tsv"
"913","Auto","3",52,"Full_Scramble_Chikungunya_virus_UP000000569-22_12mer_3mis_hits.tsv"
"914","X","3",6,"Full_Scramble_Chikungunya_virus_UP000000569-22_12mer_3mis_hits.tsv"
"915","Auto","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-23_12mer_3mis_hits.tsv"
"916","Auto","3",53,"Full_Scramble_Chikungunya_virus_UP000000569-23_12mer_3mis_hits.tsv"
"917","X","3",2,"Full_Scramble_Chikungunya_virus_UP000000569-23_12mer_3mis_hits.tsv"
"918","Auto","3",58,"Full_Scramble_Chikungunya_virus_UP000000569-24_12mer_3mis_hits.tsv"
"919","X","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-24_12mer_3mis_hits.tsv"
"920","Auto","3",62,"Full_Scramble_Chikungunya_virus_UP000000569-25_12mer_3mis_hits.tsv"
"921","X","3",2,"Full_Scramble_Chikungunya_virus_UP000000569-25_12mer_3mis_hits.tsv"
"922","Auto","2",2,"Full_Scramble_Chikungunya_virus_UP000000569-26_12mer_3mis_hits.tsv"
"923","Auto","3",65,"Full_Scramble_Chikungunya_virus_UP000000569-26_12mer_3mis_hits.tsv"
"924","X","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-26_12mer_3mis_hits.tsv"
"925","Auto","2",6,"Full_Scramble_Chikungunya_virus_UP000000569-27_12mer_3mis_hits.tsv"
"926","Auto","3",71,"Full_Scramble_Chikungunya_virus_UP000000569-27_12mer_3mis_hits.tsv"
"927","Auto","3",64,"Full_Scramble_Chikungunya_virus_UP000000569-28_12mer_3mis_hits.tsv"
"928","X","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-28_12mer_3mis_hits.tsv"
"929","Auto","2",3,"Full_Scramble_Chikungunya_virus_UP000000569-29_12mer_3mis_hits.tsv"
"930","Auto","3",51,"Full_Scramble_Chikungunya_virus_UP000000569-29_12mer_3mis_hits.tsv"
"931","X","3",3,"Full_Scramble_Chikungunya_virus_UP000000569-29_12mer_3mis_hits.tsv"
"932","Auto","2",1,"Full_Scramble_Chikungunya_virus_UP000000569-3_12mer_3mis_hits.tsv"
"933","Auto","3",71,"Full_Scramble_Chikungunya_virus_UP000000569-3_12mer_3mis_hits.tsv"
"934","Auto","2",3,"Full_Scramble_Chikungunya_virus_UP000000569-30_12mer_3mis_hits.tsv"
"935","Auto","3",65,"Full_Scramble_Chikungunya_virus_UP000000569-30_12mer_3mis_hits.tsv"
"936","X","3",9,"Full_Scramble_Chikungunya_virus_UP000000569-30_12mer_3mis_hits.tsv"
"937","Auto","3",64,"Full_Scramble_Chikungunya_virus_UP000000569-4_12mer_3mis_hits.tsv"
"938","Auto","3",59,"Full_Scramble_Chikungunya_virus_UP000000569-5_12mer_3mis_hits.tsv"
"939","Mitochondrion","3",1,"Full_Scramble_Chikungunya_virus_UP000000569-5_12mer_3mis_hits.tsv"
